year,month,day,validity,causeCode,earthquakeMagnitude,locationCountry,locationName,locationLat,locationLong,maxWaterHeight,runups,numDeaths,numInjuries,descrDamage,numDestroyedHouses
1905,7,6,3,1, 7.0,JAPAN,JAPAN:  OFF FUKUSHIMA,  37.400,  142.600,,1,57,,,
1905,8,4,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,0,,,,
1905,9,8,4,1, 7.1,ITALY,TYRRHENIAN CALABRIA,  38.670,   16.070,   1.30,0,,,,
1905,10,4,4,1, 5.1,RUSSIA,BLACK SEA,  44.500,   37.500,    .50,1,,,,
1905,10,21,1,1, 7.5,GEORGIA,CAUCASUS,  42.000,   42.000,,0,,,,
1905,11,22,2,1,*,VANUATU,PORT VILA, -17.700,  168.300,,1,,,,
1905,11,24,2,1,*,VANUATU,PORT VILA, -17.700,  168.300,,1,,,,
1905,12,8,1,1, 6.5,PHILIPPINES,W. LUZON ISLAND,  11.000,  123.500,,1,,,,
1905,,,2,1,*,TUNISIA,BALEARIC SEA,  37.300,    9.900,,1,,,,
1905,,,1,0,,TOGO,GOLD COAST,,,,1,,,,
1906,1,31,4,1, 8.8,ECUADOR,OFF COAST,   1.000,  -81.500,   5.00,55,1000,,3,
1906,1,31,4,1,*,VENEZUELA,CARACAS,  10.500,  -66.916,,6,,,,
1906,2,7,4,1,*,ECUADOR,COLOMBIA-ECUADOR,   1.000,  -81.000,    .25,1,,,,
1906,2,21,3,1,*,COLOMBIA,BUENAVENTURA,   3.900,  -77.033,,0,,,,
1906,4,4,2,6,,ITALY,TYRRHENIAN SEA,  40.821,   14.426,    .40,0,,,,
1906,4,18,4,3, 7.9,USA,N. CALIFORNIA,  37.700, -122.500,    .10,3,,,,
1906,5,7,2,1,*,CHILE,NORTHERN CHILE, -18.500,  -70.300,,2,,,,
1906,5,25,2,0,,EL SALVADOR,OFF COAST,  13.250,  -88.830,,1,,,,
1906,7,1,1,0,,"MARSHALL ISLANDS, REP. OF",MARSHALL ISLANDS,,,,1,,,,
1906,8,7,2,0,,USA,S. CALIFORNIA,  33.900, -117.000,    .02,1,,,,
1906,8,17,3,1, 8.2,CHILE,CENTRAL CHILE, -33.000,  -72.000,   3.50,35,,,1,
1906,9,14,4,1, 8.0,PAPUA NEW GUINEA,SOLOMON SEA,  -7.000,  149.000,   1.50,7,,,1,
1906,10,2,3,1, 7.2,PAPUA NEW GUINEA,BISMARCK SEA,  -4.000,  149.000,   1.20,2,,,,
1906,11,6,-1,9,,USA,WASHINGTON-OREGON,,,,1,,,,
1906,11,20,3,1, 5.0,GHANA,GOLD COAST,   6.500,     .300,,1,,,,
1906,11,28,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1906,12,26,2,1, 7.9,PERU,S. PERU, -18.000,  -71.000,,0,,,,
1906,,,1,2,*,VENEZUELA,MAIQUETIA,  10.600,  -66.950,,1,,,,
1907,1,4,4,1, 7.6,INDONESIA,NW. SUMATRA,   2.000,   94.500,,19,400,,3,
1907,1,14,4,1, 6.5,JAMAICA,JAMAICA,  18.000,  -76.800,   2.50,10,,,2,
1907,3,29,1,1, 7.3,INDONESIA,"KARAKELONG, TALAUD ISLANDS",   3.000,  122.000,   4.00,1,,,,
1907,4,14,3,1, 8.1,MEXICO,S. MEXICO,  17.000, -100.000,   2.00,3,,,,
1907,6,8,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1907,6,19,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1907,6,27,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1907,7,9,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1907,7,25,2,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,,1,,,,
1907,7,,2,6,*,TONGA,TONGA ISLANDS, -21.380, -175.650,,1,,,,
1907,9,24,3,3, 5.5,USA,"SKAGWAY, AK",  59.500, -135.500,    .70,1,,,,
1907,10,6,4,6,,SAMOA,MATAVANU VOLCANO, -13.612, -172.525,   3.60,2,,,1,1
1907,10,23,4,1, 5.9,ITALY,IONIAN CALABRIA,  38.133,   16.017,,2,,,,
1907,12,15,2,1, 7.4,PAPUA NEW GUINEA,BISMARCK SEA,  -3.100,  142.500,,1,,,2,
1908,2,6,3,1, 7.5,INDONESIA,SW. SUMATRA,  -2.000,  100.000,   1.40,1,,,,
1908,2,14,1,3, 6.0,USA,"PRINCE WILLIAM SOUND, AK",  61.000, -146.200,,1,,,,
1908,3,23,-1,1, 6.6,INDONESIA,TIMOR SEA, -10.000,  129.000,,1,,,,
1908,4,6,4,8,,CANADA,NOTRE DAME DE LA SALETTE,  45.770,  -75.600,  15.00,1,26,,2,40
1908,5,31,0,1,,UKRAINE,CRIMEA,  44.000,   34.000,,0,,,,
1908,9,11,2,0,,CANADA,GULF OF SAINT LAWRENCE,  48.958,  -62.133,,3,,,,
1908,9,21,4,1, 6.8,USA,HAWAII,  19.000, -155.000,   1.20,2,,,,
1908,12,12,2,1, 8.2,PERU,S. PERU, -14.000,  -78.000,,0,,,,
1908,12,28,4,3, 7.0,ITALY,"MESSINA STRAIT, IONIAN SEA",  38.170,   15.580,  13.00,87,2000,,4,
1909,3,7,2,1,,COOK ISLANDS,RAROTONGA, -21.000, -159.000,   3.00,3,,,2,
1909,3,12,4,1, 6.7,JAPAN,OFF BOSO PENINSULA,  34.500,  141.500,,1,,,,
1909,3,13,4,1, 7.5,JAPAN,OFF BOSO PENINSULA,  34.500,  141.500,,1,,,,
1909,6,3,2,1, 7.6,INDONESIA,SUMATRA,  -2.000,  101.000,,4,,,,
1909,6,8,0,1, 7.6,CHILE,NORTHERN CHILE, -26.500,  -70.500,,0,,,,
1909,7,8,1,1,*,VANUATU,VANUATU ISLANDS, -15.500,  167.200,,1,,,,
1909,7,30,2,1, 7.4,MEXICO,S. MEXICO,  16.800,  -99.800,   9.00,1,,,,
1909,8,14,4,1, 6.9,JAPAN,"ANEGAWA, JAPAN",  35.400,  136.300,   1.80,1,,,,
1909,9,20,-1,9,,USA,LOUISIANA: GRAND ISLE,,,,1,300,,,
1909,12,9,4,1, 8.0,USA TERRITORY,"GUAM, MARIANA ISLANDS",  12.500,  145.000,,1,,,,
1910,2,25,1,1, 6.0,PAPUA NEW GUINEA,MATUPI HARBOR,  -4.250,  152.250,,1,,,,
1910,3,20,0,8,,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",,,,0,,,,
1910,11,5,1,0,,USA,"NOME, AK",  64.000, -165.000,,2,,,2,
1910,11,10,3,1, 7.2,VANUATU,VANUATU ISLANDS, -14.000,  166.500,,1,,,,
1910,11,21,-1,9,,USA,"SAN FRANCISCO, CA",,,    .30,1,,,,
1910,12,18,2,1, 6.7,INDONESIA,SULAWESI,   4.000,  127.000,,1,,,,
1910,12,30,1,1, 6.2,PHILIPPINES,SULU SEA,   9.000,  125.500,,1,,,,
1911,1,30,4,6,*,PHILIPPINES,"TAAL, LUZON ISLAND",  14.002,  120.993,   3.00,2,50,,1,
1911,2,18,3,1, 6.7,ALBANIA,OCHRIDA LAKE,  40.900,   20.800,,0,,,,
1911,5,8,2,1,*,PAPUA NEW GUINEA,"BLANCHE BAY, BISMARCK SEA",  -4.250,  152.250,,1,,,,
1911,5,11,2,0,,TOGO,GOLD COAST,   6.100,    1.200,   5.00,1,,,1,
1911,6,15,4,1, 8.0,JAPAN,RYUKYU ISLANDS,  28.000,  130.000,,2,,,2,
1911,7,12,1,1, 7.8,PHILIPPINES,PHILIPPINE TRENCH,   9.000,  126.000,,4,,,,
1911,9,15,2,1, 7.3,CHILE,NORTHERN CHILE, -20.000,  -72.000,,0,,,,
1911,9,22,1,3, 6.9,USA,"PRINCE WILLIAM SOUND, AK",  60.500, -149.000,,1,,,,
1911,11,3,3,6,,TRINIDAD AND TOBAGO,TRINIDAD,  10.500,  -61.200,,1,,,,
1912,1,24,2,1,,GREECE,IONIAN SEA,  38.120,   20.670,,0,,,,
1912,4,13,0,8,,USA,"SOUTHERN SHORE, LAKE ERIE (OHIO)",  42.000,  -81.000,,2,,,1,
1912,6,8,3,1, 6.6,JAPAN,SANRIKU,  40.500,  142.000,    .50,1,,,,
1912,8,9,2,1, 7.8,TURKEY,MARMARA SEA,  40.500,   27.200,,0,,,,
1912,10,31,1,1, 6.9,"MICRONESIA, FED. STATES OF",CAROLINE ISLANDS,   7.000,  138.000,,1,,,,
1912,12,6,1,1,*,"MICRONESIA, FED. STATES OF","YAP ISLANDS, CAROLINE ISLANDS",,,,1,,,,
1913,2,22,3,1, 6.8,NEW ZEALAND,TASMAN SEA, -41.800,  171.500,   1.50,4,,,,
1913,3,14,-1,4, 7.8,INDONESIA,SANGIHE ISLAND,   5.354,  126.121,,1,,,,
1913,6,9,2,8,,USA,"LONGPORT, NJ",  39.314,  -74.525,,1,,1,1,
1913,7,28,1,1, 7.0,PERU,S. PERU, -16.600,  -73.300,,1,,,,
1913,8,6,2,1, 7.9,PERU,S. PERU, -17.000,  -74.000,,0,,,,
1913,10,2,2,3, 6.7,PANAMA,OFF COAST,   7.100,  -80.600,,2,,,,
1913,10,11,4,1, 7.0,PAPUA NEW GUINEA,SOLOMON SEA,  -7.000,  148.000,    .10,1,,,,
1913,12,11,2,0,,USA,"SANTA BARBARA, S. CALIFORNIA",,,   4.50,1,,,,
1914,1,12,4,4, 7.1,JAPAN,SEIKAIDO,  31.580,  130.670,   3.00,1,,,1,
1914,1,12,2,1,*,PERU,CENTRAL PERU, -12.000,  -76.600,   1.00,2,,,,
1914,1,15,1,1,*,ITALY,LIGURIAN SEA,  43.500,   10.200,,0,,,,
1914,2,26,1,1, 7.2,PERU,S. PERU, -17.000,  -72.000,,1,,,,
1914,3,14,-1,0,,INDONESIA,INDONESIA,,,,0,,,,
1914,5,26,4,1, 8.1,INDONESIA,NW. IRIAN JAYA,  -1.829,  136.943,    .10,5,,,,
1914,5,,2,0,,CANADA,GULF OF SAINT LAWRENCE,  48.958,  -62.133,,4,,,,
1914,6,25,2,1, 7.6,INDONESIA,INDONESIA,  -3.924,  101.820,,1,,,,
1914,10,6,4,3,*,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND", -37.800,  178.200,,0,,,,
1914,11,27,1,3, 6.3,GREECE,IONIAN SEA,  38.800,   20.600,   3.00,1,,,,
1914,12,3,2,0,,INDONESIA,AMBON ISLAND,  -3.700,  128.200,,0,,,,
1915,1,27,2,1,,GREECE,IONIAN SEA,  38.400,   20.600,,0,,,,
1915,2,11,1,9,,USA TERRITORY,"MANUA ISLANDS, AMERICAN SAMOA", -14.180, -169.660,   2.40,1,3,,,
1915,5,23,1,1,*,INDONESIA,KAIMANA,  -3.644,  133.695,    .50,1,,,,
1915,8,7,3,1, 6.7,GREECE,IONIAN SEA,  38.500,   20.700,   1.50,2,,,,
1915,8,,1,1,,PAPUA NEW GUINEA,"HUON GULF, SOLOMON SEA",,,,0,,,,
1915,9,7,1,1, 7.9,EL SALVADOR,EL SALVADOR,  14.000,  -89.000,,1,,,,
1915,11,1,4,1, 7.8,JAPAN,SANRIKU,  38.300,  142.900,   1.00,3,,,,
1915,11,6,2,1, 6.0,INDONESIA,NW. IRIAN JAYA,  -1.000,  136.000,,1,,,,
1915,11,18,3,1, 6.4,PHILIPPINES,W. LUZON ISLAND,  18.000,  119.500,,1,,,,
1916,1,1,3,1, 7.9,PAPUA NEW GUINEA,BISMARCK SEA,  -4.739,  152.548,   4.50,1,,,1,
1916,1,31,1,1,*,COSTA RICA,COSTA RICA-PANAMA,,,,0,,,,
1916,4,26,4,1, 7.0,PANAMA,BOCAS DEL TORO,   9.600,  -82.000,   1.30,5,,,1,
1916,7,3,4,1, 5.1,ITALY,STROMBOLI ISLAND,  38.817,   15.233,  10.00,3,,,,
1916,8,16,4,1,,ITALY,CENTRAL ADRIATIC,  43.967,   12.667,,0,,,,
1916,11,12,2,1,*,VENEZUELA,OCUMARE DE LA COSTA DE ORO,  10.460,  -67.770,,1,,,,
1917,1,9,1,0,,INDONESIA,CELEBES SEA,   1.570,  122.720,,1,,,,
1917,1,20,3,1, 6.6,INDONESIA,BALI SEA,  -7.000,  116.000,   2.00,2,,,,
1917,1,25,4,1, 6.5,CHINA,SOUTH CHINA SEA,  24.470,  118.080,,2,,,1,
1917,1,30,2,1, 7.8,RUSSIA,KAMCHATKA,  56.500,  163.000,,0,,,,
1917,1,31,3,1, 6.4,PHILIPPINES,CELEBES SEA,   6.000,  125.000,   1.50,1,,,,
1917,1,,1,0,,INDONESIA,LINGA ARCHIPELAGO,   -.250,  104.500,,0,,,,
1917,3,16,2,0,,INDONESIA,JAVA,  -3.700,  116.600,   1.50,2,,,2,
1917,5,1,4,1, 8.0,NEW ZEALAND,KERMADEC ISLANDS, -29.200, -177.000,    .30,6,,,,
1917,5,6,4,1, 5.8,TAIWAN,TAIWAN,  23.200,  121.600,    .50,1,,,,
1917,6,26,4,1, 8.3,SAMOA,SAMOA ISLANDS, -15.500, -173.000,  12.20,17,2,,2,
1917,7,29,2,1, 7.7,PAPUA NEW GUINEA,BISMARCK SEA,  -3.000,  143.500,    .90,1,,,,
1917,8,16,3,8,,USA,"TAKU INLET, JUNEAU, AK",  58.204, -134.147,   2.40,1,1,,1,
1917,8,23,2,0,,INDONESIA,BANDA SEA,  -3.600,  128.700,,1,,,,
1917,9,1,2,0,,FRENCH POLYNESIA,MAUPIHAA,,,   1.90,1,,,1,
1917,11,16,2,1, 7.5,NEW ZEALAND,KERMADEC ISLANDS, -29.000, -177.500,   2.50,1,,,,
1917,12,6,4,10,,CANADA,"HALIFAX, NOVA SCOTIA",  44.633,  -63.583,   7.00,5,,,,
1918,2,13,4,3, 7.5,CHINA,GUANGDONG PROVINCE,  23.500,  117.200,,1,,,,
1918,5,20,2,1, 7.9,CHILE,NORTHERN CHILE, -28.500,  -71.500,,0,,,,
1918,7,18,1,6,,INDONESIA,SULAWESI,   3.138,  125.491,    .08,2,,,,
1918,8,14,0,1, 5.5,CHINA,YUNNAN PROVINCE,  26.900,  103.000,,1,,,,
1918,8,15,4,1, 8.3,PHILIPPINES,CELEBES SEA,   5.500,  123.000,   7.20,10,6,,2,
1918,9,7,4,1, 8.2,RUSSIA,S. KURIL ISLANDS,  45.500,  151.500,  12.00,22,23,7,2,
1918,10,11,4,3, 7.3,USA TERRITORY,PUERTO RICO: MONA PASSAGE,  18.500,  -67.500,   6.10,21,140,,2,
1918,10,25,3,1,*,USA TERRITORY,PUERTO RICO,  18.500,  -67.500,,2,,,,
1918,11,8,4,1, 7.8,RUSSIA,S. KURIL ISLANDS,  44.500,  151.500,    .50,8,,,,
1918,12,4,4,1, 7.8,CHILE,NORTHERN CHILE, -26.000,  -71.000,   5.00,4,,,1,
1918,,,2,6,,ICELAND,ICELAND,,,,0,,,,
1919,1,1,1,1, 7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",   8.000,  126.000,    .44,3,,,,
1919,1,1,1,1, 8.3,TONGA,TONGA ISLANDS, -19.600, -176.600,    .40,0,,,,
1919,1,,-1,0,,USA,HAWAII,,,,0,,,,
1919,2,13,2,0,,INDONESIA,TIMOR SEA,  -9.000,  124.850,,1,,,1,
1919,4,3,1,6,,INDONESIA,SULAWESI,   3.138,  125.491,   5.00,0,,,,
1919,4,9,-1,0,,USA,HAWAII,,,,1,,,,
1919,4,29,-1,1,,TONGA,TONGA ISLANDS, -19.000, -172.600,,0,,,,
1919,4,30,4,1, 8.1,TONGA,TONGA ISLANDS, -18.352, -172.515,   2.50,9,,,,
1919,5,6,3,1, 7.8,PAPUA NEW GUINEA,SOLOMON SEA,  -4.852,  153.714,   2.50,2,,,,
1919,5,22,4,6,,ITALY,STROMBOLI ISLAND,  38.789,   15.213,    .75,5,,,1,
1919,6,29,3,1, 6.6,NICARAGUA,GULF OF FONSECA,  12.330,  -88.291,,2,,,,
1919,8,19,0,1,*,VENEZUELA,LAGO DE MARACAIBO,  10.600,  -71.600,,1,,,2,
1919,10,2,4,7,,USA,"ALIKA, HAWAII",  19.230, -155.900,   4.30,3,,,1,
1919,10,22,-1,1, 5.6,ITALY,TYRRHENIAN SEA,  41.400,   12.600,,0,,,,
1919,11,21,1,1,*,INDONESIA,NW. IRIAN JAYA,  -2.550,  140.750,,1,,,,
1919,12,26,1,1,,UKRAINE,CRIMEA,  44.000,   33.000,,0,,,,
1920,1,29,1,1,*,INDONESIA,N. MOLUCCAS ISLANDS,    .870,  122.920,   2.00,2,,,,
1920,2,2,1,1, 7.7,PAPUA NEW GUINEA,SOLOMON SEA,  -6.500,  150.000,,1,,,,
1920,8,20,3,1, 7.0,CHILE,CENTRAL CHILE, -38.000,  -73.500,   1.40,1,,,,
1920,8,,-1,1,,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA", -15.000, -170.000,,1,,,,
1920,9,20,3,1, 7.8,VANUATU,VANUATU ISLANDS, -19.919,  168.530,,2,,,1,
1920,12,16,0,1, 7.8,CHINA,CHINA: GANSU AND SHANXI PROVINCES,  36.700,  104.900,    .75,4,,,,
1920,12,18,1,1, 5.6,ALBANIA,ALBANIAN COASTS,  40.500,   19.500,,1,,,3,
1921,5,14,2,1, 6.2,INDONESIA,MAKASSAR STRAIT,    .700,  117.900,   1.00,1,,,2,
1921,8,4,3,1,*,CHINA,"XIAOSI, DANDONG, LIAONING",  40.130,  124.380,,0,,,1,
1921,9,11,4,1, 7.5,INDONESIA,JAVA, -11.000,  111.000,    .10,3,,,,
1921,11,11,3,1, 7.5,PHILIPPINES,PHILIPPINE TRENCH,   8.000,  127.000,,4,,,1,
1921,12,16,-1,9,,USA,HAWAII,,,,1,,,,
1922,1,6,2,1, 7.2,PERU,S. PERU, -16.500,  -73.000,,0,,,,
1922,1,19,3,1, 7.5,PAPUA NEW GUINEA,BISMARCK SEA,  -7.000,  143.000,   1.80,1,,,,
1922,2,22,1,1,*,INDONESIA,BANDA SEA,  -3.300,  128.900,,1,,,,
1922,2,27,2,1, 6.3,PHILIPPINES,CEBU ISLAND,  10.200,  124.100,    .70,3,,,,
1922,3,1,2,1, 6.0,PHILIPPINES,SULU SEA,   9.000,  123.250,,1,,,,
1922,4,10,1,1,*,INDONESIA,SW. SUMATRA,  -1.000,  100.350,,1,,,,
1922,5,2,2,0,,USA,GULF OF MEXICO,,,    .64,1,,,,
1922,7,8,1,1,*,INDONESIA,"LHOKNGA, ACEH",   5.500,   95.200,,1,,,,
1922,8,8,2,1,,GREECE,AEGEAN SEA,  37.500,   23.200,,0,,,,
1922,9,1,1,1, 7.6,TAIWAN,TAIWAN,  24.500,  122.000,,1,,,,
1922,10,22,1,0,,AUSTRALIA,TASMAN SEA,,,,1,,,,
1922,11,7,2,1, 7.0,CHILE,NORTHERN CHILE, -28.000,  -72.000,,0,,,,
1922,11,11,4,1, 8.7,CHILE,NORTHERN CHILE, -28.553,  -70.755,   9.00,36,200,,3,
1922,12,25,3,1, 6.3,NEW ZEALAND,SE. NEW ZEALAND, -43.000,  173.000,    .40,3,,,,
1923,1,22,0,1, 7.2,USA,N. CALIFORNIA,  40.800, -124.500,    .10,1,,,,
1923,2,3,4,1, 8.3,RUSSIA,KAMCHATKA,  54.000,  161.000,   8.00,21,3,,2,
1923,2,17,3,0,,CHILE,CENTRAL CHILE, -35.330,  -72.420,   1.50,1,,,,
1923,3,2,3,1, 7.2,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",   6.500,  124.000,,1,,,,
1923,3,4,1,0,,CHILE,SAN FELIX ISLAND, -26.300,  -80.100,  35.00,1,,,,
1923,4,13,4,1, 7.2,RUSSIA,KAMCHATKA,  56.500,  162.500,  20.00,11,18,,3,
1923,5,4,-1,1, 7.0,CHILE,NORTHERN CHILE, -28.750,  -71.750,,0,,,,
1923,5,7,-1,1,,CHILE,NORTHERN CHILE,,,,0,,,,
1923,6,1,4,1, 7.3,JAPAN,"KASHIMA, JAPAN",  35.400,  141.800,    .40,1,,,,
1923,7,18,1,1, 5.5,PHILIPPINES,"BUTUAN, SULU SEA",   9.300,  125.000,,1,,,,
1923,8,6,1,0,,USA,"ROCKAWAY BEACH, NY",  40.600,  -73.500,,1,2,,,
1923,8,12,2,1,*,CHILE,NORTHERN CHILE, -18.500,  -70.300,,1,,,,
1923,8,,1,0,,KOREA,KOREA,,,,0,,,2,
1923,9,1,4,1, 7.9,JAPAN,SAGAMI BAY,  35.100,  139.500,  13.00,140,2144,166,3,868
1923,9,2,4,1, 7.7,JAPAN,RYUKYU ISLANDS,  34.900,  140.200,    .30,6,,,,
1923,9,4,-1,9,,USA,N. CALIFORNIA,,,   6.10,1,1,,,
1923,11,2,3,1, 7.2,PAPUA NEW GUINEA,BISMARCK SEA,  -4.500,  151.500,,2,,,,
1923,11,4,1,1, 7.2,PAPUA NEW GUINEA,NEW BRITAIN,  -5.000,  152.000,,1,,,,
1924,3,15,0,1, 6.8,RUSSIA,TATAR STRAIT,  49.179,  142.436,,1,,,,
1924,4,13,-1,0,,RUSSIA,TATAR STRAIT,,,,0,,,,
1924,4,14,4,3, 8.3,PHILIPPINES,E. MINDANAO ISLAND,   6.500,  126.500,,3,,,,
1924,4,16,-1,0,,RUSSIA,TATAR STRAIT,,,,0,,,,
1924,5,6,4,3, 6.5,PHILIPPINES,PHILIPPINES,  16.000,  118.000,,1,,,1,
1924,5,30,-1,9,,USA,HAWAII,,,   5.00,3,,,,
1924,6,2,-1,1,,PHILIPPINES,W. LUZON ISLAND,,,,0,,,,
1924,6,26,3,1, 7.8,AUSTRALIA,MACQUARIE ISLAND, -56.000,  157.500,,1,,,,
1924,7,19,1,0,,NEW ZEALAND,CHATHAM I., -43.950, -176.567,,1,,,1,
1924,8,8,1,0,,USA,"CONEY ISLAND, NY",  40.567,  -73.983,   4.60,1,,4,,
1924,8,28,1,1,*,ICELAND,ICELAND: REYKJAVIK,  64.150,  -21.950,,0,,,,
1924,8,30,2,1, 7.3,PHILIPPINES,E. MINDANAO ISLAND,   8.500,  126.500,,2,,,,
1925,1,8,1,1,*,INDONESIA,BANDA SEA,  -8.000,  115.000,   1.00,1,,,,
1925,2,23,3,3, 6.0,USA,"GULF OF ALASKA, AK",  60.000, -146.000,   1.40,1,,,1,
1925,5,4,1,0,,MEXICO,,  14.583, -106.100,,1,,,,
1925,5,5,2,1, 6.8,PHILIPPINES,W. LUZON ISLAND,   9.300,  122.700,,1,,,,
1925,5,11,-1,9,,ITALY,CALABRIAN ARC,,,,0,,,,
1925,5,15,2,1, 7.1,CHILE,NORTHERN CHILE, -26.000,  -71.500,,0,,,,
1925,5,25,2,1, 6.3,PHILIPPINES,W. LUZON ISLAND,  12.200,  122.100,,2,,,,
1925,10,4,4,9,,USA,CALIFORNIA,,,    .34,2,,,,
1925,11,13,2,1, 7.3,PHILIPPINES,PHILIPPINE SEA,  13.000,  125.000,,2,,,2,
1925,11,16,1,1, 7.0,MEXICO,S. MEXICO,  18.500, -107.000,  11.00,1,,,,
1925,11,25,-1,1,,PHILIPPINES,SULU SEA,,,,0,,,,
1925,12,22,1,9,,"MICRONESIA, FED. STATES OF",CAROLINE ISLANDS,  10.000,  138.000,,1,,,3,
1926,1,9,2,8,,USA,"BERNARD, ME",  44.233,  -68.350,   3.00,3,,,,
1926,1,25,-1,1,,SOLOMON ISLANDS,SOLOMON SEA,  -9.000,  159.500,,1,,,,
1926,3,20,1,1,*,USA,HAWAII,  20.500, -155.500,   1.50,1,,,,
1926,3,31,-1,9,,COOK ISLANDS,COOK ISLANDS,,,,1,1,,2,
1926,6,28,0,1, 5.8,INDONESIA,SW. SUMATRA,   -.700,  100.600,,1,,,2,
1926,7,30,1,1,,UK,ENGLISH CHANNEL,  49.210,   -2.131,,0,,,,
1926,7,,1,0,,SOUTH KOREA,S. OF KOREA,  35.000,  128.000,,0,,,,
1926,8,17,2,1, 5.3,ITALY,AEOLIAN ISLANDS,  38.567,   14.833,,0,,,,
1926,8,22,1,1,,PORTUGAL,AZORES,  38.300,  -28.400,,1,,,,
1926,8,30,3,1,,GREECE,ARGOLIKOS GULF,  36.500,   23.300,,0,,,,
1926,9,16,4,1, 6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,  -9.674,  159.519,   2.00,2,,,1,
1926,12,9,2,1, 6.0,CHILE,NORTHERN CHILE, -28.000,  -71.000,,3,,,,
1926,12,19,1,1,,PORTUGAL,PORTUGAL,,,,0,,,,
1927,1,1,1,9, 5.7,USA,S. CALIFORNIA,  32.500, -115.500,,1,1,,2,
1927,1,24,2,1,,NORWAY,WESTERN NORWAY,  59.000,    3.000,,0,,,,
1927,3,7,4,3, 7.6,JAPAN,SW. HONSHU ISLAND,  35.600,  135.100,  11.30,17,,,,
1927,6,26,4,1, 6.0,UKRAINE,"CRIMEA, BLACK SEA",  44.400,   34.400,    .70,0,,,,
1927,7,11,2,1, 6.3,ISRAEL,DEAD SEA,  32.000,   35.500,   1.00,0,,,,
1927,8,5,4,1, 6.9,JAPAN,SANRIKU,  37.900,  142.000,    .10,5,,,,
1927,8,18,4,1, 6.4,JAPAN,"KASHIMA, JAPAN",  34.200,  142.000,    .40,2,,,,
1927,9,6,1,9,,MEXICO,MEXICO,  17.000, -104.000,,3,,,,
1927,9,11,4,1, 6.8,UKRAINE,"CRIMEA, BLACK SEA",  44.400,   34.500,   1.00,1,,,1,1
1927,10,12,2,8,,USA,"SE. ALASKA, AK",,,,1,,,,
1927,10,24,3,3, 7.1,USA,"SE. ALASKA, AK",  57.690, -136.070,,9,,,1,
1927,11,4,4,1, 7.3,USA,S. CALIFORNIA,  34.813, -120.774,   1.80,8,,,1,
1927,11,21,3,1, 7.1,CHILE,SOUTHERN CHILE, -44.600,  -73.000,,1,,,,
1927,12,1,3,1, 6.3,INDONESIA,SULAWESI,   -.700,  119.700,  15.00,2,50,50,2,
1927,12,28,4,1, 7.5,RUSSIA,KAMCHATKA,  55.663,  160.039,   2.00,2,,,,
1927,,,2,0,,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND", -38.370,  178.310,   6.35,1,,,1,
1928,2,9,2,1, 5.8,CANADA,BRITISH COLUMBIA,  49.000, -125.000,,1,,,,
1928,3,22,4,1, 7.7,MEXICO,MEXICO,  15.670,  -96.100,,1,,,,
1928,3,26,1,6,,INDONESIA,KRAKATAU,  -6.102,  105.423,,0,,,,
1928,3,31,1,1, 6.5,GREECE,EAST AEGEAN,  38.100,   27.400,,1,,,,
1928,3,31,1,0,,CHILE,NORTHERN CHILE, -23.700,  -70.400,,1,,,,
1928,4,9,1,1, 6.9,PERU,S. PERU, -13.000,  -69.600,,1,10,,,
1928,4,22,3,1, 6.0,GREECE,CORINTHOS-PATRAS GULF,  38.000,   23.000,    .60,7,,,,
1928,4,24,2,1, 5.0,GREECE,AEGEAN SEA,  38.000,   23.500,,0,,,,
1928,4,25,1,1, 5.2,GREECE,"GRECIAN ARCHIPELAGO, CRETE",  38.000,   23.000,,0,,,,
1928,4,27,0,1, 6.8,PERU,S. PERU, -13.000,  -69.500,,0,,,,
1928,4,27,2,2,,GREECE,AEGEAN SEA,,,    .60,1,,,,
1928,5,2,1,1,,GREECE,NORTH AEGEAN,  39.600,   29.100,,0,,,,
1928,5,3,2,1, 4.3,TURKEY,WESTERN TURKEY,  40.800,   26.800,,1,,,,
1928,5,18,2,1,*,TONGA,LIFUKA ISLAND, -19.830, -174.360,,1,,,,
1928,5,27,4,1, 7.0,JAPAN,SANRIKU,  40.000,  143.200,    .45,8,,,,
1928,5,30,-1,0,,JAPAN,SAPPORO,  43.062,  141.354,,0,,,,
1928,6,15,3,1, 7.0,PHILIPPINES,SULU SEA,  12.400,  120.900,,1,,,1,
